Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,deemix_query,deemix_command,deemix_status,deemix_returncode,download_filepath,duplicate_of_row,immutable_key,file_sha256
32973,32973,6Lug1sWzQOhfySNlsmDNkI,Sahalé,Buddha Bar (by Sahalé & Ravin),Sapana,41,284709,False,0.823,0.521,2,-14.675,0,0.0361,0.73,0.823,0.119,0.431,110.025,4,electronic,https://open.spotify.com/track/6Lug1sWzQOhfySNlsmDNkI,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000014_6Lug1sWzQOhfySNlsmDNkI https://open.spotify.com/track/6Lug1sWzQOhfySNlsmDNkI,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/6Lug1sWzQOhfySNlsmDNkI.mp3,,6Lug1sWzQOhfySNlsmDNkI,66045179dc4402803d8fbca5e05c782e6eb8279a518677557d14d69dccf35f28
32938,32938,6INLpBxo9F5QMer04VXEnd,Air,Moon Safari,Sexy Boy,59,298466,False,0.437,0.652,0,-6.152,1,0.0288,0.0011,0.614,0.111,0.211,111.888,4,electronic,https://open.spotify.com/track/6INLpBxo9F5QMer04VXEnd,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000015_6INLpBxo9F5QMer04VXEnd https://open.spotify.com/track/6INLpBxo9F5QMer04VXEnd,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/6INLpBxo9F5QMer04VXEnd.mp3,,6INLpBxo9F5QMer04VXEnd,0c2817bc5c1d74267d4f03f39ba35ef0479145570601757ab6e89b34a3a05877
32899,32899,4aJNMwyjD2xCEE2aWNbm2g,Francisca Valenzuela,Buen Soldado,Esta Soy Yo,35,198200,False,0.768,0.893,0,-4.443,1,0.0334,0.508,2.24e-05,0.0623,0.79,135.082,4,electronic,https://open.spotify.com/track/4aJNMwyjD2xCEE2aWNbm2g,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000016_4aJNMwyjD2xCEE2aWNbm2g https://open.spotify.com/track/4aJNMwyjD2xCEE2aWNbm2g,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/4aJNMwyjD2xCEE2aWNbm2g.mp3,,4aJNMwyjD2xCEE2aWNbm2g,9f90de19b8953ad1f45d675cb7a9888e59c149288d5ac1873e102cbf05d2bdc1
32280,32280,7ahLXEQsn8588vLthwT4ud,CA7RIEL,LIVRE,Vibra Alta,42,194666,False,0.739,0.726,11,-6.384,0,0.192,0.285,0.0,0.108,0.58,89.997,4,electronic,https://open.spotify.com/track/7ahLXEQsn8588vLthwT4ud,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000017_7ahLXEQsn8588vLthwT4ud https://open.spotify.com/track/7ahLXEQsn8588vLthwT4ud,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/7ahLXEQsn8588vLthwT4ud.mp3,,7ahLXEQsn8588vLthwT4ud,f7901ff2c8bfcfb26721bc107e7a3550894c14caa038d7f91152340acda59da1
32883,32883,6eCRmIS436mdOdcUJbglWo,Space Motion,Twisted Voice,Twisted Voice,44,402439,False,0.815,0.849,11,-8.145,0,0.114,0.000629,0.718,0.625,0.522,123.016,4,electronic,https://open.spotify.com/track/6eCRmIS436mdOdcUJbglWo,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000018_6eCRmIS436mdOdcUJbglWo https://open.spotify.com/track/6eCRmIS436mdOdcUJbglWo,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/6eCRmIS436mdOdcUJbglWo.mp3,,6eCRmIS436mdOdcUJbglWo,1665260be18ddf83e86c1e298f020f8d182810fa683ef855b597c29a68f7bc2e
32761,32761,0qmjmWM5WKoSWC7KCFnhcS,Dualist Inquiry;Kavya Trehan,Dreamcatcher,Zero Hour,26,226255,False,0.581,0.723,0,-8.381,1,0.0311,0.227,0.139,0.425,0.268,103.944,4,electronic,https://open.spotify.com/track/0qmjmWM5WKoSWC7KCFnhcS,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000019_0qmjmWM5WKoSWC7KCFnhcS https://open.spotify.com/track/0qmjmWM5WKoSWC7KCFnhcS,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/0qmjmWM5WKoSWC7KCFnhcS.mp3,,0qmjmWM5WKoSWC7KCFnhcS,e11f49dd801d362822135e26bb9976d496e0c9a94bfa6ad10c43031aeacaee17
32319,32319,3rI6J22xq3t8RDpxIOBo1C,Four Tet,Parallel,Parallel 6,55,306970,False,0.711,0.635,4,-13.168,0,0.0537,0.66,0.96,0.194,0.646,124.034,4,electronic,https://open.spotify.com/track/3rI6J22xq3t8RDpxIOBo1C,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000020_3rI6J22xq3t8RDpxIOBo1C https://open.spotify.com/track/3rI6J22xq3t8RDpxIOBo1C,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/3rI6J22xq3t8RDpxIOBo1C.mp3,,3rI6J22xq3t8RDpxIOBo1C,d11ba6de121f5e15ea7711cc68437974664508d9ddbb4dfd32b79c67e0e90ad2
32549,32549,27CiyWWdkSAM6mWfaNYaxt,Babasónicos,Repuesto de Fe (En Vivo),Irresponsables - En Vivo,37,164933,False,0.392,0.965,4,-4.841,0,0.06,0.00289,0.0,0.885,0.725,187.919,4,electronic,https://open.spotify.com/track/27CiyWWdkSAM6mWfaNYaxt,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000021_27CiyWWdkSAM6mWfaNYaxt https://open.spotify.com/track/27CiyWWdkSAM6mWfaNYaxt,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/27CiyWWdkSAM6mWfaNYaxt.mp3,,27CiyWWdkSAM6mWfaNYaxt,8efec36f9c14a74c89d8e5774dc495de21db2d99b16f7ea74134ac83f9748855
32174,32174,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,Mezzanine,Teardrop,71,330773,False,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,4,electronic,https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000022_67Hna13dNDkZvBpTXRIaOJ https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/67Hna13dNDkZvBpTXRIaOJ.mp3,,67Hna13dNDkZvBpTXRIaOJ,a2c04637d8bca8f8d80ebbc7a04015b4cd3c089cedffa4e1519554dd39196be1
32371,32371,5q7AR3TkyCxlgxAjBMu4yL,Conro,Level Days,Therapy,59,186150,False,0.745,0.6,1,-8.863,1,0.118,0.0162,0.00271,0.0628,0.921,99.975,4,electronic,https://open.spotify.com/track/5q7AR3TkyCxlgxAjBMu4yL,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000023_5q7AR3TkyCxlgxAjBMu4yL https://open.spotify.com/track/5q7AR3TkyCxlgxAjBMu4yL,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/5q7AR3TkyCxlgxAjBMu4yL.mp3,,5q7AR3TkyCxlgxAjBMu4yL,f1648bb2a6931b289a4e177ae0cc878f977fb6643faa1744c0acb58f5c17ba0e
32527,32527,0gtAguNPDQ7JzK7HzYcUez,Bellorum,Front,Front,45,142400,False,0.61,0.923,6,-3.578,0,0.0431,0.000234,0.88,0.299,0.393,150.031,4,electronic,https://open.spotify.com/track/0gtAguNPDQ7JzK7HzYcUez,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000024_0gtAguNPDQ7JzK7HzYcUez https://open.spotify.com/track/0gtAguNPDQ7JzK7HzYcUez,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/0gtAguNPDQ7JzK7HzYcUez.mp3,,0gtAguNPDQ7JzK7HzYcUez,aa55a9a417d74883f977fa937e841c056851040e27e5ed36dd82f1717f5c5c7c
32210,32210,2UkoP24VFjCccfeCo8b6v4,Ghauri;Noor Chahal,Yaariyan Lofi Flip,Yaariyan Lofi Flip,33,157820,False,0.673,0.413,0,-8.787,0,0.0632,0.0239,7.73e-06,0.293,0.341,78.068,4,electronic,https://open.spotify.com/track/2UkoP24VFjCccfeCo8b6v4,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000025_2UkoP24VFjCccfeCo8b6v4 https://open.spotify.com/track/2UkoP24VFjCccfeCo8b6v4,downloaded_no_file,0.0,,,2UkoP24VFjCccfeCo8b6v4,
32235,32235,4Juaa2ppIOYcSWbrVtcrNp,Dillon Francis;Aleyna Tilki,Happy Machine,Real Love,63,135265,False,0.549,0.793,10,-4.313,0,0.104,0.0496,7.7e-05,0.0522,0.541,123.893,4,electronic,https://open.spotify.com/track/4Juaa2ppIOYcSWbrVtcrNp,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000026_4Juaa2ppIOYcSWbrVtcrNp https://open.spotify.com/track/4Juaa2ppIOYcSWbrVtcrNp,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/4Juaa2ppIOYcSWbrVtcrNp.mp3,,4Juaa2ppIOYcSWbrVtcrNp,55f2355e4dba214f4a5eec0bf0a8c7ecd051002fd182ad4c20947c62ab33d3be
32101,32101,0ITaSRuI0L1RNL7ZNYTTi7,DJ Snake;Future,U Are My High (with Future),U Are My High (with Future),64,211200,False,0.602,0.824,0,-4.087,0,0.0547,0.0867,0.0,0.0947,0.442,125.147,4,electronic,https://open.spotify.com/track/0ITaSRuI0L1RNL7ZNYTTi7,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000027_0ITaSRuI0L1RNL7ZNYTTi7 https://open.spotify.com/track/0ITaSRuI0L1RNL7ZNYTTi7,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/0ITaSRuI0L1RNL7ZNYTTi7.mp3,,0ITaSRuI0L1RNL7ZNYTTi7,7d65c646cfb96d5a92e13185c070d0f6586cd9a4933f6e938ee2a5d88f1c5f27
32986,32986,3Z1UC4VQYymleh4Ko4Toch,HEDEGAARD;Era Wadi;CANCUN?,Don't Fuck With Me (feat. Era Wadi & CANCUN?),Don't Fuck With Me (feat. Era Wadi & CANCUN?),45,157810,True,0.82,0.812,0,-7.905,1,0.123,0.00325,1.07e-06,0.243,0.54,91.976,4,electronic,https://open.spotify.com/track/3Z1UC4VQYymleh4Ko4Toch,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000028_3Z1UC4VQYymleh4Ko4Toch https://open.spotify.com/track/3Z1UC4VQYymleh4Ko4Toch,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/3Z1UC4VQYymleh4Ko4Toch.mp3,,3Z1UC4VQYymleh4Ko4Toch,f3d5eb7fda448d319a1696558de9e5dcc35ee7c588acbd9828630bb0c64b4cf3
32902,32902,2WDjQJptGBH8ZOpXrBehBh,Yellow Claw;Angger Dimas,"Amsterdam Trap Music, Vol. 2 (Remixes)",Kaolo Pt.2 - Angger Dimas Remix,30,224718,False,0.576,0.937,6,-5.059,0,0.0464,0.000244,0.871,0.0903,0.334,100.979,4,electronic,https://open.spotify.com/track/2WDjQJptGBH8ZOpXrBehBh,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000029_2WDjQJptGBH8ZOpXrBehBh https://open.spotify.com/track/2WDjQJptGBH8ZOpXrBehBh,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/2WDjQJptGBH8ZOpXrBehBh.mp3,,2WDjQJptGBH8ZOpXrBehBh,3cd457fcb99153fd742ab934b6b95fa09912a5930e7c984243bb5807456eff37
32947,32947,1OMdHd8cKDcebpWRzwzTKD,Nxtwave,Nxtwave,Volar Contigo,33,225240,False,0.599,0.792,8,-4.675,1,0.0328,0.0976,1.04e-05,0.0777,0.265,98.978,4,electronic,https://open.spotify.com/track/1OMdHd8cKDcebpWRzwzTKD,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000030_1OMdHd8cKDcebpWRzwzTKD https://open.spotify.com/track/1OMdHd8cKDcebpWRzwzTKD,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/1OMdHd8cKDcebpWRzwzTKD.mp3,,1OMdHd8cKDcebpWRzwzTKD,a4575c4bf77779748bd2bc2cf90a0abf670b141c6d64a4b656bc03074ebc58e6
32346,32346,63CNWkjnSpHpNGHEjzYYwZ,Babasónicos,Infame,Fan de Scorpions,41,134971,False,0.554,0.772,7,-7.366,1,0.0327,0.539,0.537,0.114,0.619,129.955,4,electronic,https://open.spotify.com/track/63CNWkjnSpHpNGHEjzYYwZ,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000031_63CNWkjnSpHpNGHEjzYYwZ https://open.spotify.com/track/63CNWkjnSpHpNGHEjzYYwZ,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/63CNWkjnSpHpNGHEjzYYwZ.mp3,,63CNWkjnSpHpNGHEjzYYwZ,0f905b8a02fdbe5b7c8409ef7684bb381512c75cc494cf45d09041900f9c8786
32139,32139,2LAbwhtxSdxvOjQRSNdVmF,Kavinsky,Halloween 2022,Rampage,0,175653,False,0.44,0.873,5,-3.015,0,0.0576,0.0124,0.0966,0.346,0.5,111.1,4,electronic,https://open.spotify.com/track/2LAbwhtxSdxvOjQRSNdVmF,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000032_2LAbwhtxSdxvOjQRSNdVmF https://open.spotify.com/track/2LAbwhtxSdxvOjQRSNdVmF,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/2LAbwhtxSdxvOjQRSNdVmF.mp3,,2LAbwhtxSdxvOjQRSNdVmF,a56afb7a5c2c764ccc2418fc99343670bf436dad1db5af81459f83eaee4204b2
32621,32621,6NDt5z8GKIHub37hBQ4x18,Bob Moses,Days Gone By,Tearing Me Up,57,470093,False,0.705,0.403,0,-9.7,1,0.0438,0.172,0.00201,0.615,0.155,114.992,4,electronic,https://open.spotify.com/track/6NDt5z8GKIHub37hBQ4x18,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000033_6NDt5z8GKIHub37hBQ4x18 https://open.spotify.com/track/6NDt5z8GKIHub37hBQ4x18,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/6NDt5z8GKIHub37hBQ4x18.mp3,,6NDt5z8GKIHub37hBQ4x18,ef129b56d9e9b554b1152388418d3ce7039478c7364e8ddc43e42221229c0415
32499,32499,59XAQApPDhjfQJo3OCfX8M,Babasónicos,Discutible,Orfeo,38,245493,False,0.628,0.823,11,-4.756,0,0.0289,7.41e-05,6.57e-05,0.325,0.824,131.938,4,electronic,https://open.spotify.com/track/59XAQApPDhjfQJo3OCfX8M,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000034_59XAQApPDhjfQJo3OCfX8M https://open.spotify.com/track/59XAQApPDhjfQJo3OCfX8M,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/59XAQApPDhjfQJo3OCfX8M.mp3,,59XAQApPDhjfQJo3OCfX8M,e4e4ddbd345174b51bce50ce46f013f90d18f666876cda07baf01a5de5e31d9b
32370,32370,61EyDcgpYujFLrvd60da0l,Wuki;Vengaboys;Yo Majesty,We Like To Wuki,We Like To Wuki,52,161527,True,0.651,0.983,6,-3.201,0,0.0904,0.00519,0.566,0.307,0.211,140.94,4,electronic,https://open.spotify.com/track/61EyDcgpYujFLrvd60da0l,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000035_61EyDcgpYujFLrvd60da0l https://open.spotify.com/track/61EyDcgpYujFLrvd60da0l,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/61EyDcgpYujFLrvd60da0l.mp3,,61EyDcgpYujFLrvd60da0l,6d4348d2f7c92f7fd793e92a18717dfe6c81a5c13302d06b56746a93be300db4
32198,32198,6k0YrBhOalu9WxoIpmMdfH,Babasónicos,Infame,Sin mi diablo,44,181025,False,0.552,0.928,4,-6.613,1,0.0431,0.0424,0.0325,0.117,0.581,122.704,4,electronic,https://open.spotify.com/track/6k0YrBhOalu9WxoIpmMdfH,python -m deemix --path /Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/.staging/000036_6k0YrBhOalu9WxoIpmMdfH https://open.spotify.com/track/6k0YrBhOalu9WxoIpmMdfH,already_downloaded,,/Volumes/MZ Music/genre-classifier/data/raw/deemix_downloads/6k0YrBhOalu9WxoIpmMdfH.mp3,,6k0YrBhOalu9WxoIpmMdfH,42f049d85bd45667a50ea18fc87a4e8cc4c4b367b8165230242294f5e4c297c8
