Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
32277,32277,68UW3plyDDNg1dkNIZRezJ,DVBBS;24kGoldn;blackbear,Tinted Eyes (feat. blackbear & 24kGoldn),Tinted Eyes (feat. blackbear & 24kGoldn),60,175081,False,0.743,0.801,5,-4.097,0,0.0343,0.00598,2.46e-05,0.178,0.381,121.965,4,electronic
32924,32924,4BCda1bJa57fTMB2laaOeX,NGHTMRE;RNSOM;Davis,UNSOUND EP,Sweetest Thing,53,208421,False,0.544,0.591,0,-6.757,1,0.0407,0.00711,0.0,0.109,0.188,151.756,4,electronic
32601,32601,5ZzjNL4J31lqU853Un7T3f,Excision;ILLENIUM;Shallows,Gold (Stupid Love),Gold (Stupid Love),53,295890,False,0.363,0.735,1,-3.857,1,0.0428,0.0014,0.000119,0.13,0.0721,145.556,4,electronic
32439,32439,5hcG3IBVv07O07nISLz5xA,Tube & Berger;Armaja,EDM Gaming Music Autumn/Winter 2022,Ice Cold,0,173137,False,0.739,0.723,5,-4.972,0,0.0338,0.288,0.0,0.119,0.429,124.03,4,electronic
32837,32837,68VvLkPeOqkcmQWxCJyDmD,Asher,Holding On,Holding On,46,160661,False,0.736,0.747,9,-5.689,0,0.0486,0.108,0.44,0.166,0.44,121.052,4,electronic
32570,32570,1dHUE2qgUIjCDseYsY1S26,Manuel Riva;IRAIDA,Modern Love,Modern Love,55,180000,False,0.713,0.701,4,-8.094,0,0.048,0.133,0.0125,0.131,0.153,120.065,4,electronic
32879,32879,3aMIgXaB04SzL68n4lMWLL,Holy Fuck,Congrats,Tom Tom,54,227720,False,0.615,0.564,1,-7.871,0,0.0406,0.000345,0.927,0.113,0.243,137.077,4,electronic
32261,32261,69bDRy5MeWQl1lNeEJQIBE,DJ Snake;Jeremih;Young Thug;Swizz Beatz,Encore,The Half,52,217373,True,0.705,0.695,11,-3.359,1,0.113,0.0112,0.0,0.691,0.44,169.987,4,electronic
32578,32578,5MnY5YCv552pFeSwNdCqZw,HEDEGAARD;Matt Hawk,Ni**as in Paris (HEDEGAARD & Matt Hawk Remix),Ni**as in Paris - HEDEGAARD & Matt Hawk Remix,52,246562,True,0.722,0.812,10,-7.114,0,0.067,0.083,7.15e-05,0.095,0.571,159.871,4,electronic
32023,32023,3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,electronic
32030,32030,5FRIaaCcAlC3GBjqYkVBbm,Bahramji;Maneesh de Moor,Call of the Mystic,Dreamcatcher,50,462493,False,0.753,0.267,4,-12.078,0,0.0602,0.363,0.55,0.122,0.0554,129.985,4,electronic
32617,32617,4wvbPDtxKidgUyCqqMuldq,Lifafa,SUPERPOWER 2020,Mann Ki Baat,28,216000,False,0.737,0.328,1,-12.305,0,0.0344,0.332,0.000655,0.258,0.299,100.014,4,electronic
32010,32010,1S7ca5mJlpHn7GCE88jejz,Izzamuzzic;Julien Marchal,Shootout (Slowed + Reverb),Shootout (Slowed + Reverb),67,140142,False,0.722,0.543,2,-9.789,0,0.0692,0.355,0.411,0.0963,0.315,137.143,4,electronic
32221,32221,6exH1RP0wkEQgfHJ3rd2mP,Black Tiger Sex Machine;YOOKiE;Doctor P,Lions (Doctor P Remix),Lions - Doctor P Remix,49,273600,False,0.603,0.964,2,-1.987,0,0.123,0.00265,0.23,0.173,0.399,150.125,4,electronic
32820,32820,0lPZ8UNB5bmvhn7ba8faJi,Felix Cartal;Sophie Simmons,Mine,Mine,57,200747,False,0.591,0.839,1,-4.271,0,0.0416,0.00955,0.0,0.117,0.228,106.992,4,electronic
32296,32296,5t1vLfAHUps4EE4gHrGulu,Babasónicos,Infame,Suturno,42,233839,False,0.716,0.792,0,-8.774,1,0.0324,0.179,0.0125,0.362,0.773,107.023,4,electronic
32054,32054,4cQrSREMqBSvJ8ZzBZjVb8,James Blake;Travis Scott;Metro Boomin,Assume Form,Mile High (feat. Travis Scott & Metro Boomin),65,193600,False,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,4,electronic
32542,32542,59ooPW07maVz9LvTroS4De,Pedropiedra,Cripta y Vida,Occidental,38,227920,False,0.762,0.526,4,-7.486,1,0.0326,0.522,0.00012,0.229,0.619,90.021,4,electronic
32209,32209,0ZtqCBPeXRoMxjKdjUSBno,Midival Punditz,Don,Don Revisited,35,286000,False,0.438,0.863,2,-9.358,1,0.0331,0.00345,0.806,0.103,0.508,131.805,4,electronic
32604,32604,6QWWAAktMqnx50kzSzjLVd,6091,Yajña,Yajña,25,305263,False,0.859,0.633,9,-9.894,1,0.0637,0.0157,0.863,0.0977,0.0457,109.998,4,electronic
32692,32692,2kJxCewMHY40F4iSQ0JytX,Coiffeur,Nada,Mientras Tanto,35,273146,False,0.784,0.45,6,-8.492,0,0.034,0.577,0.082,0.0855,0.465,125.038,4,electronic
32662,32662,3iDtphWASBHIjVEB8lWBqs,Black Tiger Sex Machine;Hairitage;Hyro The Hero,Cheatcode,Cheatcode,51,187000,True,0.467,0.934,2,-2.253,1,0.0588,0.00561,0.00186,0.107,0.135,149.967,4,electronic
32866,32866,1D643xL28RupQU5Ze9sH8P,DVBBS;Kideko;Haj,Ride Or Die,Ride Or Die,59,150622,False,0.875,0.727,10,-5.856,0,0.284,0.245,0.217,0.0639,0.302,124.028,4,electronic
32070,32070,0BGTbX2jK9LHO4G9V7BdKv,Otnicka;ONEIL,Flight,Flight,0,193200,False,0.711,0.642,4,-7.885,0,0.0459,0.574,0.88,0.101,0.125,100.011,4,electronic
32543,32543,7vKUZpHXiwMx3NvJyJC0MC,Clara Cava,Martes 13,Te Dejé una Carta,38,250790,False,0.809,0.718,6,-12.29,1,0.26,0.43,0.000111,0.136,0.619,93.979,4,electronic
32107,32107,24upABZ8A0sAepfu91sEYr,Kid Francescoli;Julia Minkin,Play Me Again,Moon (And It Went Like),66,390638,False,0.662,0.657,7,-10.002,1,0.0345,0.288,0.856,0.102,0.0584,117.986,4,electronic
32493,32493,6az5WAcx20hzYkvSDOkj7n,Miranda!,Safari,Extraño - Versión Acústica,37,232672,False,0.731,0.567,7,-6.862,1,0.0376,0.779,2.51e-06,0.0726,0.818,118.001,4,electronic
32590,32590,6MLgJ24KLXzuYqT330yfdz,Usted Señalemelo,Usted Señalemelo,Fusión y Fin,37,189800,False,0.588,0.832,9,-7.543,1,0.0415,0.021,0.00101,0.186,0.523,106.011,4,electronic
32741,32741,4W3e2IhmFSNLVOVfDZTAef,Agoria,Technics : Techno,Panta Rei,0,402528,False,0.558,0.633,9,-9.875,0,0.0551,0.0462,0.862,0.0964,0.425,123.963,4,electronic
32292,32292,5dF22TUprEIDwQAiXmX7hX,WhoMadeWho,Viaggi Astrali 2,Greyhound,0,238693,False,0.652,0.792,11,-5.771,0,0.0384,0.00608,0.261,0.0718,0.484,107.992,4,electronic
32289,32289,4vEVZTyJ1MfSvXXU59ncY6,HXE,Prolong,Prolong,41,129000,True,0.788,0.375,9,-9.933,1,0.424,0.02,0.00459,0.161,0.35,160.043,4,electronic
32652,32652,2UkEYLRP5ZyPBEC9pCW4QD,Prabh Deep,Tabia,Taqat,26,206760,False,0.751,0.799,8,-5.664,0,0.256,0.242,0.0,0.289,0.623,152.987,4,electronic
32039,32039,0Y9PqGjKgupH5fKbrgDQUr,DJ Snake;Bipolar Sunshine,Autumn Vibes 2022,Middle,0,220746,False,0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824,4,electronic
32589,32589,5G0oVoL309pqsvGDzhMOwx,French 79;Sarah Rebecca,Olympic,Diamond Veins (feat. Sarah Rebecca),61,240120,False,0.498,0.54,8,-10.441,1,0.0302,0.000499,0.436,0.132,0.0944,100.024,4,electronic
32307,32307,1jk9NRyYFKPgfCX9BnW6yW,Nu,Man O To,Man O To - Original Mix,55,580406,False,0.863,0.421,7,-9.874,0,0.0776,0.786,0.505,0.101,0.104,106.995,4,electronic
32679,32679,28iXG2opEt5YUr1yZlcOfe,Steve Kroeger;Life of Kai,Summer,Summer,56,164628,False,0.883,0.787,8,-5.038,1,0.0399,0.0628,0.000688,0.214,0.159,120.991,4,electronic
32066,32066,3yqoD9SYDfwvNEdU2NEpFx,Rovalio,Shuru Karein,Shuru Karein,50,146891,False,0.586,0.402,0,-10.913,0,0.0301,0.421,0.903,0.135,0.155,150.012,4,electronic
32275,32275,2brgW2rPRbY5Zn0aU2USgc,Fabian Mazur;Kazu,RISE,Pop Off,50,160874,True,0.709,0.747,10,-4.705,0,0.347,0.0172,2.06e-05,0.131,0.573,140.024,4,electronic
32067,32067,2ggqqUQ5j358PFmvfBVswn,Ghauri;Lal Chand Yamla Jatt,Das main ki pyar wichon khatya (Sunno Flip),Das main ki pyar wichon khatya (Sunno Flip),44,131451,False,0.771,0.666,4,-6.631,0,0.443,0.0416,0.0231,0.0845,0.774,76.0,4,electronic
32318,32318,2cgZfcnb639TaZhd1AU8iz,Dillon Francis;Skrillex,This Mixtape is Fire.,Bun Up the Dance,48,214066,False,0.476,0.938,1,-1.446,0,0.234,0.0174,0.000111,0.384,0.258,105.264,4,electronic
32548,32548,7N3FYEwyWxcGEOWQEgYHVK,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),Sin Mi Diablo - En Vivo,37,189760,False,0.632,0.963,4,-5.655,0,0.0584,0.448,0.173,0.743,0.576,121.043,4,electronic
32998,32998,6wptozcE7gLLscFWnhUgxB,Miss Kittin;The Hacker,Tsugi Electro,Frank Sinatra,2,232417,False,0.866,0.847,10,-4.498,0,0.041,0.000937,0.0145,0.0549,0.644,124.841,4,electronic
32714,32714,5nv4qLQceI6uPmiGC61SI2,Farasat Anees;SomeWhatSuper;Shoaib Ali,OFIVE1,MELA,25,210000,False,0.698,0.842,10,-5.17,0,0.0335,7.74e-05,0.103,0.346,0.187,100.015,4,electronic
32753,32753,2mCjsTS7RgxjJBLL5UNTQr,Rovalio;HASHAM,tum na ho,tum na ho,36,178512,False,0.719,0.464,1,-13.014,0,0.0607,0.835,0.524,0.103,0.103,120.992,4,electronic
32327,32327,1KzGwlHu27TUfH3gF1RFAa,Boombox Cartel;JID,Reaper (feat. JID),Reaper (feat. JID),59,164800,True,0.601,0.815,1,-3.741,1,0.328,0.0113,0.0,0.0933,0.265,149.973,4,electronic
32382,32382,78zc6DT7A2ccehmIqef9mT,Vigiland,Friday Night,Friday Night‬‬‬,64,173871,False,0.732,0.668,1,-5.588,0,0.038,0.00113,2.5e-05,0.0775,0.0792,127.995,4,electronic
32451,32451,7vU308OLwga3urbN8aUPp6,Hucci,Vision (Slowed),Vision - Slowed,58,299572,False,0.676,0.32,1,-13.842,0,0.0354,0.0219,0.127,0.0849,0.0997,105.793,4,electronic
32522,32522,5nqsDE9UBnIgmH7eaqmOWX,Poshlaya Molly,PAYCHECK,Клеопатри,49,185164,False,0.609,0.701,2,-7.492,1,0.039,0.000497,6.07e-05,0.175,0.285,157.12,4,electronic
32218,32218,655sojH8GGEteZTBJOFyy7,Rezz;Dove Cameron,Taste of You,Taste of You,59,167606,False,0.667,0.679,0,-6.616,1,0.0475,0.0064,5.28e-05,0.17,0.32,100.054,4,electronic
32787,32787,2HOZjtI83vGMG8xps28ssX,Peter Cat Recording Co.,Portrait of a Time: 2010-2016,Clown on the 22nd Dance Floor,30,344680,False,0.538,0.586,6,-7.118,0,0.0266,0.772,0.00617,0.42,0.314,92.539,4,electronic
32436,32436,7mimSbktNZYU0RBEjEUpPn,Peter Cat Recording Co.,Bismillah,Remain in Me,37,293680,False,0.418,0.369,5,-10.05,1,0.0275,0.0498,0.439,0.169,0.473,179.612,4,electronic
32764,32764,0OsAQfkwbPwT0Jv7g3oTqh,Gaullin,All the Things,All the Things,57,174729,False,0.789,0.73,7,-6.714,1,0.0578,0.0246,0.0213,0.124,0.464,125.074,4,electronic
32088,32088,7Mqdzo9NcZLUwTAoyV2AeE,ARTBAT,Horizon,Horizon,63,464516,False,0.647,0.66,5,-10.309,0,0.0405,0.0331,0.914,0.665,0.0174,124.023,4,electronic
32063,32063,6UbfuPifNmblRiaE8vQ08U,Yellow Claw;Yade Lauren,"Los Amsterdam (Remixes, Pt. 1)",Love & War - Yellow Claw G-Funk Remix,63,115546,False,0.725,0.74,8,-5.08,1,0.0323,0.00156,0.000464,0.338,0.827,92.978,4,electronic
32826,32826,5KLlBpL2GM86KCL0T1jyNw,Poshlaya Molly,8 способов как бросить…,Любимая песня твоей сестры,48,188009,True,0.452,0.725,1,-6.594,1,0.0497,0.338,0.000629,0.133,0.603,179.96,4,electronic
32716,32716,6FbyZ9WnTZVVTDWnNNab2Z,Otnicka,Emirates,Emirates,34,266959,False,0.677,0.827,6,-7.505,0,0.0443,0.00884,0.796,0.0968,0.0365,109.988,4,electronic
32351,32351,5TjdmkuqqjkyIIVuDqyFPE,Ash;Naila,Give a Little,Give a Little,55,234838,False,0.664,0.58,3,-7.93,0,0.0338,0.46,0.00405,0.112,0.759,93.0,4,electronic
32936,32936,7wwA5QBXfOkeYHzNbbVXtT,Jan Blomqvist,Remote Control (Remixed),Same Mistake - But Different Remix,52,216445,False,0.656,0.503,9,-12.465,1,0.0407,0.135,0.905,0.0864,0.0906,121.0,4,electronic
32256,32256,2bqS0QtnXGjOYs3z6VtSyW,Poshlaya Molly,Контракт,Контракт,56,204756,False,0.682,0.806,0,-6.184,1,0.0418,0.000461,0.0,0.217,0.872,109.972,4,electronic
32635,32635,2MZSXhq4XDJWu6coGoXX1V,Aphex Twin,Drukqs,Avril 14th,64,125520,False,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,4,electronic
32644,32644,0loEmNQULerxi9kzWW2g6L,Babasónicos,Dopadromo,Viva Satana,36,231386,False,0.393,0.869,6,-7.827,0,0.0486,0.0731,5.59e-05,0.426,0.653,152.337,4,electronic
32554,32554,2SxeNZphx2bH5kju5Ntu8P,Stereoclip,Airplane Lesson,Airplane Lesson,54,252145,False,0.532,0.448,7,-13.169,0,0.241,0.671,0.939,0.0978,0.13,123.034,4,electronic
32959,32959,4jchz0e8ppRtrfOzXHG5Vv,Prabh Deep;Sez on the Beat,K.O.,K.O.,24,90703,False,0.483,0.801,1,-6.18,1,0.472,0.323,0.0,0.179,0.587,81.884,1,electronic
32168,32168,6BSPfADBMriOIJmiNnc6mC,GRAVEDGR;City Morgue,6 FEET UNDER,WARDOGZ,55,154616,True,0.619,0.899,4,-3.914,0,0.397,0.0689,0.0,0.106,0.507,150.186,4,electronic
32917,32917,0pTBTsmhySecNljRtugWOI,Kerala Dust,Motions,Motions,49,309603,False,0.83,0.498,7,-14.023,1,0.0512,0.181,0.825,0.0831,0.211,111.997,4,electronic
32528,32528,6KEQoLLr2kXLFKjiAFcxlW,Bellorum,Multicolore,Multicolore,43,124800,False,0.521,0.746,3,-3.238,0,0.0417,0.000134,0.482,0.207,0.2,75.082,4,electronic
32823,32823,6lg0Md3xQ7U5EYAcsnysiv,DJ Snake,Carte Blanche,Butterfly Effect,41,204800,False,0.224,0.644,5,-7.276,0,0.0386,0.00407,0.252,0.537,0.0387,149.822,4,electronic
32985,32985,39QZxoXH9jfjmY8iwFyrNB,Moby;Apollo Jane,Rescue Me,Rescue Me,52,204055,False,0.666,0.77,9,-6.37,1,0.0595,0.377,0.573,0.0751,0.135,120.005,4,electronic
32816,32816,6HeKrqik6GxcbdKsk7FRnt,DJ Snake;Malaa,Ring The Alarm,Ring The Alarm,42,215625,True,0.722,0.936,6,-4.404,1,0.178,0.00104,0.0764,0.304,0.118,127.95,4,electronic
32086,32086,3zxUdf7XmWpH6oddULwbwJ,DJ Snake;Selena Gomez,Revelación - EP,Selfish Love (with Selena Gomez),55,168648,False,0.723,0.647,5,-7.975,0,0.103,0.02,0.331,0.1,0.456,110.963,4,electronic
32432,32432,18gCfEcwX5MZrSHmzxQQtc,Bahramji;Maneesh de Moor,Call of the Mystic,Crazy Heart,34,430453,False,0.743,0.507,11,-10.448,0,0.0456,0.42,0.273,0.414,0.481,107.992,4,electronic
32184,32184,4DhPiE7UXmkmlmiu34yMC0,Keys N Krates;JiKay,"Sounds of Syndication, Vol. 2 (Presented by Syndicate)",Dum Dee Dum (Jikay Remix),55,182386,False,0.781,0.854,11,-7.411,0,0.311,0.0159,0.0493,0.15,0.493,100.043,4,electronic
32978,32978,18MlLrfCkYOnKutil99GwY,NTO,Alter Ego,Alter Ego,52,444878,False,0.716,0.534,6,-9.327,1,0.0531,0.00729,0.74,0.0682,0.271,123.003,4,electronic
32534,32534,3wgx6kB0t5yTPcB7UP3p9b,Peter Cat Recording Co.,Portrait of a Time: 2010-2016,Love Demons,40,342253,False,0.345,0.571,0,-6.76,1,0.0909,0.157,0.29,0.217,0.216,128.181,4,electronic
32294,32294,5W1mgkhcE7GveRKk8267Tk,KC Lights,Tomorrowland Music - The Reflection of Love Singles,Follow,3,152000,False,0.711,0.871,9,-7.145,1,0.0572,0.246,0.000143,0.273,0.537,124.985,4,electronic
32892,32892,3hVXkmUFfXoCR9ZagtCXbK,Scooter,20 Years of Hardcore (Remastered),I'm Raving,35,216213,False,0.562,0.997,3,-2.43,1,0.113,0.00195,0.0117,0.527,0.218,139.016,4,electronic
